Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Address,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Property Type,Tenure,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
THE CENTRAL,"3,388,000","1,216.33","2,785",07 Dec 2021,8 EU TONG SEN STREET #20-81,Resale,Strata,113,"29,982",Office,99 yrs from 02/01/2001,01,05,059818,Central Region,Singapore River
THE CENTRAL,"1,328,000",635.08,"2,091",07 Dec 2021,12 EU TONG SEN STREET #05-168,Resale,Strata,59,"22,508",Office,99 yrs from 02/01/2001,01,05,059819,Central Region,Singapore River
15 SCOTTS,"2,316,113",613.55,"3,775",08 Dec 2021,15 SCOTTS ROAD #06-11,Resale,Strata,57,"40,634",Office,Freehold,09,22,228218,Central Region,Orchard
SOHO LIFE,"563,000",344.45,"1,634",09 Dec 2021,216 JOO CHIAT ROAD #03-04,Resale,Strata,32,"17,594",Office,Freehold,15,42,427483,Central Region,Geylang
SOHO LIFE,"680,000",462.85,"1,469",09 Dec 2021,216 JOO CHIAT ROAD #04-26,Resale,Strata,43,"15,814",Office,Freehold,15,42,427483,Central Region,Geylang
CT HUB 2,"1,051,200",656.6,"1,601",09 Dec 2021,114 LAVENDER STREET #06-06,Resale,Strata,61,"17,233",Office,63 yrs from 12/01/2012,12,33,338729,Central Region,Kallang
CT HUB 2,"1,102,400",688.9,"1,600",09 Dec 2021,114 LAVENDER STREET #06-07,Resale,Strata,64,"17,225",Office,63 yrs from 12/01/2012,12,33,338729,Central Region,Kallang
WOODS SQUARE,"1,121,824",581.26,"1,930",09 Dec 2021,10 WOODLANDS SQUARE #04-53,Resale,Strata,54,"20,775",Office,99 yrs from 15/07/2014,25,73,737714,North Region,Woodlands
ROBINSON 112,"269,699,625","9,794.16","27,537",09 Dec 2021,112 ROBINSON ROAD,Resale,Land,909.9,"296,406",Office,Freehold,01,06,068902,Central Region,Downtown Core
PAYA LEBAR SQUARE,"925,000",484.38,"1,910",09 Dec 2021,60 PAYA LEBAR ROAD #05-21,Resale,Strata,45,"20,556",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
THE PLAZA,"1,316,188",828.83,"1,588",10 Dec 2021,7500A BEACH ROAD #08-320,Resale,Strata,77,"17,093",Office,99 yrs from 03/09/1968,07,19,199591,Central Region,Downtown Core
INTERNATIONAL PLAZA,"1,880,000",936.47,"2,008",13 Dec 2021,"10 ANSON ROAD #24-02,02A",Resale,Strata,87,"21,609",Office,99 yrs from 02/06/1970,02,07,079903,Central Region,Downtown Core
VISION EXCHANGE,"1,010,000",516.67,"1,955",13 Dec 2021,2 VENTURE DRIVE #15-05,Resale,Strata,48,"21,042",Office,99 yrs from 10/06/2013,22,60,608526,West Region,Jurong East
GOLDEN MILE TOWER,"1,100,000",914.94,"1,202",15 Dec 2021,6001 BEACH ROAD #10-07,Resale,Strata,85,"12,941",Office,99 yrs from 09/06/1969,07,19,199589,Central Region,Downtown Core
THE PLAZA,"1,860,000","1,302.44","1,428",15 Dec 2021,7500A BEACH ROAD #16-324,Resale,Strata,121,"15,372",Office,99 yrs from 03/09/1968,07,19,199591,Central Region,Downtown Core
THE PLAZA,"700,000",344.45,"2,032",16 Dec 2021,7500A BEACH ROAD #B1-305,Resale,Strata,32,"21,875",Office,99 yrs from 03/09/1968,07,19,199591,Central Region,Downtown Core
INTERNATIONAL PLAZA,"13,700,000","7,071.95","1,937",21 Dec 2021,10 ANSON ROAD #34-08 ETC,Resale,Strata,657,"20,852",Office,99 yrs from 02/06/1970,02,07,079903,Central Region,Downtown Core
PS100,"1,068,000",419.8,"2,544",21 Dec 2021,100 PECK SEAH STREET #08-06,Resale,Strata,39,"27,385",Office,99 yrs from 13/04/2011,02,07,079333,Central Region,Outram
KATONG SHOPPING CENTRE,"550,000",172.22,"3,194",23 Dec 2021,865 MOUNTBATTEN ROAD #B1-02,Resale,Strata,16,"34,375",Office,Freehold,15,43,437844,Central Region,Marine Parade
EON SHENTON,"2,700,000","1,033.34","2,613",23 Dec 2021,"70 SHENTON WAY #16-11,12",Resale,Strata,96,"28,125",Office,99 yrs from 06/10/2011,02,07,079118,Central Region,Downtown Core
HIGH STREET CENTRE,"1,127,500",548.96,"2,054",27 Dec 2021,1 NORTH BRIDGE ROAD #10-09,Resale,Strata,51,"22,108",Office,99 yrs from 02/06/1969,06,17,179094,Central Region,Downtown Core
GOLDEN MILE TOWER,"1,460,000","1,194.8","1,222",27 Dec 2021,6001 BEACH ROAD #09-01,Resale,Strata,111,"13,153",Office,99 yrs from 09/06/1969,07,19,199589,Central Region,Downtown Core
THE CENTRAL,"1,630,000",645.84,"2,524",28 Dec 2021,6 EU TONG SEN STREET #06-13,Resale,Strata,60,"27,167",Office,99 yrs from 02/01/2001,01,05,059817,Central Region,Singapore River
SHENTON HOUSE,"2,700,000","1,506.96","1,792",28 Dec 2021,"3 SHENTON WAY #22-03,04",Resale,Strata,140,"19,286",Office,99 yrs from 02/06/1969,01,06,068805,Central Region,Downtown Core
INTERNATIONAL PLAZA,"1,808,000",968.76,"1,866",28 Dec 2021,10 ANSON ROAD #19-08A,Resale,Strata,90,"20,089",Office,99 yrs from 02/06/1970,02,07,079903,Central Region,Downtown Core
HOA NAM BUILDING,"1,480,000",721.19,"2,052",28 Dec 2021,27 FOCH ROAD #02-05,Resale,Strata,67,"22,090",Office,Freehold,08,20,209264,Central Region,Kallang
SBF CENTER,"2,447,250",753.48,"3,248",29 Dec 2021,160 ROBINSON ROAD #25-05,Resale,Strata,70,"34,961",Office,99 yrs from 21/12/2011,01,06,068914,Central Region,Downtown Core
THE PLAZA,"1,680,000","1,194.8","1,406",03 Jan 2022,"7500A BEACH ROAD #07-308,309",Resale,Strata,111,"15,135",Office,99 yrs from 03/09/1968,07,19,199591,Central Region,Downtown Core
PAYA LEBAR SQUARE,"933,000",484.38,"1,926",07 Jan 2022,60 PAYA LEBAR ROAD #04-24,Resale,Strata,45,"20,733",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
SIM LIM TOWER,"870,003",419.8,"2,072",07 Jan 2022,10 JALAN BESAR #07-02,Resale,Strata,39,"22,308",Office,Freehold,08,20,208787,Central Region,Rochor
SHENTON HOUSE,"2,435,000","1,356.26","1,795",12 Jan 2022,3 SHENTON WAY #10-08,Resale,Strata,126,"19,325",Office,99 yrs from 02/06/1969,01,06,068805,Central Region,Downtown Core
GRANDLINK SQUARE,"580,000",204.52,"2,836",14 Jan 2022,511 GUILLEMARD ROAD #01-33,Resale,Strata,19,"30,526",Office,Freehold,14,39,399849,Central Region,Geylang
SHENTON HOUSE,"2,373,000","1,356.26","1,750",14 Jan 2022,3 SHENTON WAY #12-08,Resale,Strata,126,"18,833",Office,99 yrs from 02/06/1969,01,06,068805,Central Region,Downtown Core
OXLEY TOWER,"3,700,000","1,162.51","3,183",14 Jan 2022,138 ROBINSON ROAD #18-01,Resale,Strata,108,"34,259",Office,Freehold,01,06,068906,Central Region,Downtown Core
EON SHENTON,"4,311,608","1,700.71","2,535",17 Jan 2022,"70 SHENTON WAY #16-08,09,10",Resale,Strata,158,"27,289",Office,99 yrs from 06/10/2011,02,07,079118,Central Region,Downtown Core
HIGH STREET CENTRE,"600,000",376.74,"1,593",17 Jan 2022,1 NORTH BRIDGE ROAD #02-16,Resale,Strata,35,"17,143",Office,99 yrs from 02/06/1969,06,17,179094,Central Region,Downtown Core
SAMSUNG HUB,"16,100,000","3,875.04","4,155",18 Jan 2022,3 CHURCH STREET #12-03,Resale,Strata,360,"44,722",Office,999 yrs from 25/01/1827,01,04,049483,Central Region,Downtown Core
BURLINGTON SQUARE,"938,000",548.96,"1,709",19 Jan 2022,175A BENCOOLEN STREET #11-09,Resale,Strata,51,"18,392",Office,99 yrs from 10/06/1996,07,18,189650,Central Region,Rochor
SUNSHINE PLAZA,"1,285,000",958,"1,341",19 Jan 2022,91 BENCOOLEN STREET #12-02,Resale,Strata,89,"14,438",Office,99 yrs from 19/03/1997,07,18,189652,Central Region,Rochor
PIL BUILDING,"323,800,000","19,535.58","16,575",19 Jan 2022,140 CECIL STREET,Resale,Land,"1,814.9","178,412",Office,99 yrs from 04/05/1977,01,06,069540,Central Region,Downtown Core
TEXTILE CENTRE,"1,120,000",990.29,"1,131",19 Jan 2022,200 JALAN SULTAN #02-38,Resale,Strata,92,"12,174",Office,99 yrs from 02/06/1970,07,19,199018,Central Region,Kallang
PRUDENTIAL TOWER,"11,580,000","3,552.12","3,260",21 Jan 2022,30 CECIL STREET #23-01,Resale,Strata,330,"35,091",Office,99 yrs from 15/01/1996,01,04,049712,Central Region,Downtown Core
THE PLAZA,"459,000",301.39,"1,523",21 Jan 2022,7500A BEACH ROAD #04-313,Resale,Strata,28,"16,393",Office,99 yrs from 03/09/1968,07,19,199591,Central Region,Downtown Core
THE PLAZA,"459,000",301.39,"1,523",21 Jan 2022,7500A BEACH ROAD #04-314,Resale,Strata,28,"16,393",Office,99 yrs from 03/09/1968,07,19,199591,Central Region,Downtown Core
CROSS STREET EXCHANGE,"810,800,000","150,761.66","5,378",24 Jan 2022,"18,20,22 CROSS STREET",Resale,Land,"14,006.1","57,889",Office,99 yrs from 03/02/1997,01,04,048423,Central Region,Outram
PS100,"1,320,000",516.67,"2,555",24 Jan 2022,100 PECK SEAH STREET #08-07,Resale,Strata,48,"27,500",Office,99 yrs from 13/04/2011,02,07,079333,Central Region,Outram
THE PLAZA,"388,000",290.63,"1,335",24 Jan 2022,7500A BEACH ROAD #04-333,Resale,Strata,27,"14,370",Office,99 yrs from 03/09/1968,07,19,199591,Central Region,Downtown Core
EASTGATE,"1,750,000","1,162.51","1,505",24 Jan 2022,46 EAST COAST ROAD #07-06,Resale,Strata,108,"16,204",Office,Freehold,15,42,428766,Central Region,Marine Parade
THE CENTRAL,"1,860,000",742.72,"2,504",25 Jan 2022,6 EU TONG SEN STREET #09-01,Resale,Strata,69,"26,957",Office,99 yrs from 02/01/2001,01,05,059817,Central Region,Singapore River
THE ADELPHI,"3,900,000","1,442.38","2,704",27 Jan 2022,1 COLEMAN STREET #07-02B,Resale,Strata,134,"29,104",Office,999 yrs from 12/05/1828,06,17,179803,Central Region,Downtown Core
THE CENTRAL,"2,280,000",925.7,"2,463",27 Jan 2022,8 EU TONG SEN STREET #16-85,Resale,Strata,86,"26,512",Office,99 yrs from 02/01/2001,01,05,059818,Central Region,Singapore River
SHENTON HOUSE,"2,280,000","1,140.98","1,998",27 Jan 2022,3 SHENTON WAY #03-07,Resale,Strata,106,"21,509",Office,99 yrs from 02/06/1969,01,06,068805,Central Region,Downtown Core
PAYA LEBAR SQUARE,"1,088,888",505.91,"2,152",27 Jan 2022,60 PAYA LEBAR ROAD #11-34,Resale,Strata,47,"23,168",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
SLF BUILDING,"1,385,000","1,539.25",900,28 Jan 2022,510 THOMSON ROAD #10-01,Resale,Strata,143,"9,685",Office,99 yrs from 12/02/1979,11,29,298135,Central Region,Novena
CHINATOWN POINT,"4,450,000","2,486.48","1,790",03 Feb 2022,133 NEW BRIDGE ROAD #22-03,Resale,Strata,231,"19,264",Office,99 yrs from 12/11/1980,01,05,059413,Central Region,Outram
THE ADELPHI,"7,525,000","2,841.7","2,648",07 Feb 2022,1 COLEMAN STREET #07-01,Resale,Strata,264,"28,504",Office,999 yrs from 12/05/1828,06,17,179803,Central Region,Downtown Core
ORCHARD PLAZA,"668,000",452.09,"1,478",07 Feb 2022,150 ORCHARD ROAD #06-07,Resale,Strata,42,"15,905",Office,99 yrs from 02/06/1977,09,23,238841,Central Region,Orchard
15 SCOTTS,"4,457,400","1,173.28","3,799",08 Feb 2022,15 SCOTTS ROAD #06-03,Resale,Strata,109,"40,894",Office,Freehold,09,22,228218,Central Region,Orchard
THE ADELPHI,"2,150,000",742.72,"2,895",09 Feb 2022,1 COLEMAN STREET #B1-27,Resale,Strata,69,"31,159",Office,999 yrs from 12/05/1828,06,17,179803,Central Region,Downtown Core
SHENTON HOUSE,"1,158,000",559.73,"2,069",09 Feb 2022,3 SHENTON WAY #12-03,Resale,Strata,52,"22,269",Office,99 yrs from 02/06/1969,01,06,068805,Central Region,Downtown Core
PENINSULA SHOPPING COMPLEX,"698,000",322.92,"2,162",10 Feb 2022,3 COLEMAN STREET #04-03,Resale,Strata,30,"23,267",Office,999 yrs from 17/03/1828,06,17,179804,Central Region,Downtown Core
THE ADELPHI,"4,750,000","2,066.69","2,298",17 Feb 2022,1 COLEMAN STREET #07-03,Resale,Strata,192,"24,740",Office,999 yrs from 12/05/1828,06,17,179803,Central Region,Downtown Core
PENINSULA PLAZA,"815,900",398.27,"2,049",18 Feb 2022,111 NORTH BRIDGE ROAD #05-64,Resale,Strata,37,"22,051",Office,999 yrs from 29/10/1829,06,17,179098,Central Region,Downtown Core
INTERNATIONAL PLAZA,"1,831,500",990.29,"1,849",23 Feb 2022,10 ANSON ROAD #29-13,Resale,Strata,92,"19,908",Office,99 yrs from 02/06/1970,02,07,079903,Central Region,Downtown Core
CONNEXION,"2,352,000",559.73,"4,202",25 Feb 2022,1 FARRER PARK STATION ROAD #12-19,Resale,Strata,52,"45,231",Office,99 yrs from 27/12/2007,08,21,217562,Central Region,Rochor
GOLDEN MILE COMPLEX,"698,000",441.32,"1,582",25 Feb 2022,5001 BEACH ROAD #06-22,Resale,Strata,41,"17,024",Office,99 yrs from 04/08/1969,07,19,199588,Central Region,Downtown Core
WOODS SQUARE,"1,089,583",559.73,"1,947",25 Feb 2022,12 WOODLANDS SQUARE #07-84,Resale,Strata,52,"20,954",Office,99 yrs from 15/07/2014,25,73,737715,North Region,Woodlands
15 SCOTTS,"2,576,400",678.13,"3,799",28 Feb 2022,15 SCOTTS ROAD #06-10,Resale,Strata,63,"40,895",Office,Freehold,09,22,228218,Central Region,Orchard
WOODS SQUARE,"1,821,770",947.23,"1,923",02 Mar 2022,12 WOODLANDS SQUARE #02-72,Resale,Strata,88,"20,702",Office,99 yrs from 15/07/2014,25,73,737715,North Region,Woodlands
MANHATTAN HOUSE,"840,000",667.37,"1,259",03 Mar 2022,151 CHIN SWEE ROAD #09-14,Resale,Strata,62,"13,548",Office,99 yrs from 15/10/1969,03,16,169876,Central Region,Outram
PAYA LEBAR SQUARE,"1,100,888",538.2,"2,045",03 Mar 2022,60 PAYA LEBAR ROAD #08-55,Resale,Strata,50,"22,018",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
PAYA LEBAR SQUARE,"2,151,188","1,065.64","2,019",03 Mar 2022,60 PAYA LEBAR ROAD #08-54,Resale,Strata,99,"21,729",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
FOOK HAI BUILDING,"345,000",193.75,"1,781",04 Mar 2022,150 SOUTH BRIDGE ROAD #03-05,Resale,Strata,18,"19,167",Office,99 yrs from 18/01/1972,01,05,058727,Central Region,Outram
THE CENTRAL,"2,410,000",871.88,"2,764",04 Mar 2022,6 EU TONG SEN STREET #06-06,Resale,Strata,81,"29,753",Office,99 yrs from 02/01/2001,01,05,059817,Central Region,Singapore River
HIGH STREET CENTRE,"1,180,000",548.96,"2,150",07 Mar 2022,1 NORTH BRIDGE ROAD #10-07,Resale,Strata,51,"23,137",Office,99 yrs from 02/06/1969,06,17,179094,Central Region,Downtown Core
N.A.,"8,600,000","8,180.64","1,051",08 Mar 2022,"32 PENHAS ROAD #01-01,02",Resale,Strata,760,"11,316",Office,Freehold,08,20,208191,Central Region,Kallang
N.A.,"1,580,000",548.96,"2,878",08 Mar 2022,36 ARMENIAN STREET #05-11,Resale,Strata,51,"30,980",Office,99 yrs from 21/09/2007,06,17,179934,Central Region,Museum
SOHO LIFE,"510,000",344.45,"1,481",10 Mar 2022,216 JOO CHIAT ROAD #03-09,Resale,Strata,32,"15,938",Office,Freehold,15,42,427483,Central Region,Geylang
WOODS SQUARE,"970,000",559.73,"1,733",10 Mar 2022,12 WOODLANDS SQUARE #03-71,Resale,Strata,52,"18,654",Office,99 yrs from 15/07/2014,25,73,737715,North Region,Woodlands
15 SCOTTS,"2,368,000",613.55,"3,860",15 Mar 2022,15 SCOTTS ROAD #06-06,Resale,Strata,57,"41,544",Office,Freehold,09,22,228218,Central Region,Orchard
111 SOMERSET,"3,660,000","1,334.74","2,742",15 Mar 2022,111 SOMERSET ROAD #08-10,Resale,Strata,124,"29,516",Office,99 yrs from 19/02/1975,09,23,238164,Central Region,Orchard
WIS@CHANGI,"690,000",495.14,"1,394",16 Mar 2022,116 CHANGI ROAD #02-13,Resale,Strata,46,"15,000",Office,Freehold,14,41,419718,Central Region,Geylang
GOLDEN MILE COMPLEX,"315,000",204.52,"1,540",21 Mar 2022,5001 BEACH ROAD #07-47,Resale,Strata,19,"16,579",Office,99 yrs from 04/08/1969,07,19,199588,Central Region,Downtown Core
PENINSULA SHOPPING COMPLEX,"690,000",344.45,"2,003",22 Mar 2022,3 COLEMAN STREET #02-36,Resale,Strata,32,"21,563",Office,999 yrs from 17/03/1828,06,17,179804,Central Region,Downtown Core
FUYUEN COURT,"1,680,000",828.83,"2,027",22 Mar 2022,520 SIMS AVENUE #01-06,Resale,Strata,77,"21,818",Office,Freehold,14,38,387580,Central Region,Geylang
CHINATOWN POINT,"1,790,000","1,054.87","1,697",22 Mar 2022,133 NEW BRIDGE ROAD #17-09,Resale,Strata,98,"18,265",Office,99 yrs from 12/11/1980,01,05,059413,Central Region,Outram
PAYA LEBAR SQUARE,"2,980,000","1,388.56","2,146",22 Mar 2022,60 PAYA LEBAR ROAD #11-51,Resale,Strata,129,"23,101",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
BYLANDS BUILDING,"420,000",247.57,"1,696",23 Mar 2022,135 MIDDLE ROAD #04-07,Resale,Strata,23,"18,261",Office,99 yrs from 02/05/1978,07,18,188975,Central Region,Rochor
SBF CENTER,"2,134,400",667.37,"3,198",24 Mar 2022,160 ROBINSON ROAD #21-09,Resale,Strata,62,"34,426",Office,99 yrs from 21/12/2011,01,06,068914,Central Region,Downtown Core
INTERNATIONAL PLAZA,"3,050,000","1,453.14","2,099",31 Mar 2022,10 ANSON ROAD #16-10,Resale,Strata,135,"22,593",Office,99 yrs from 02/06/1970,02,07,079903,Central Region,Downtown Core
SIM LIM TOWER,"888,000",365.98,"2,426",31 Mar 2022,10 JALAN BESAR #B1-19,Resale,Strata,34,"26,118",Office,Freehold,08,20,208787,Central Region,Rochor
SIM LIM TOWER,"888,000",344.45,"2,578",31 Mar 2022,10 JALAN BESAR #B1-20,Resale,Strata,32,"27,750",Office,Freehold,08,20,208787,Central Region,Rochor
PENINSULA PLAZA,"6,080,000","1,227.1","4,955",31 Mar 2022,"111 NORTH BRIDGE ROAD #01-01,02",Resale,Strata,114,"53,333",Office,999 yrs from 29/10/1829,06,17,179098,Central Region,Downtown Core
CONNEXION,"3,830,000",839.59,"4,562",02 Apr 2022,1 FARRER PARK STATION ROAD #10-18,Resale,Strata,78,"49,103",Office,99 yrs from 27/12/2007,08,21,217562,Central Region,Rochor
PARKWAY PARADE,"1,694,580",925.7,"1,831",04 Apr 2022,80 MARINE PARADE ROAD #10-07,Resale,Strata,86,"19,704",Office,99 yrs from 17/08/1979,15,44,449269,Central Region,Marine Parade
THE MODULES,"868,000",495.14,"1,753",04 Apr 2022,387 JOO CHIAT ROAD #02-05,Resale,Strata,46,"18,870",Office,Freehold,15,42,427623,Central Region,Marine Parade
SBF CENTER,"1,920,000",592.02,"3,243",05 Apr 2022,160 ROBINSON ROAD #18-08,Resale,Strata,55,"34,909",Office,99 yrs from 21/12/2011,01,06,068914,Central Region,Downtown Core
PLUS,"3,886,670","1,270.15","3,060",07 Apr 2022,20 CECIL STREET #08-07,Resale,Strata,118,"32,938",Office,99 yrs from 07/12/1989,01,04,049705,Central Region,Downtown Core
PENINSULA SHOPPING COMPLEX,"605,000",322.92,"1,874",07 Apr 2022,3 COLEMAN STREET #04-02,Resale,Strata,30,"20,167",Office,999 yrs from 17/03/1828,06,17,179804,Central Region,Downtown Core
FORTUNE CENTRE,"3,015,000","2,217.38","1,360",07 Apr 2022,190 MIDDLE ROAD #15-01,Resale,Strata,206,"14,636",Office,99 yrs from 18/10/1980,07,18,188979,Central Region,Rochor
ORCHARD TOWERS,"2,130,000",958,"2,223",07 Apr 2022,400 ORCHARD ROAD #09-01,Resale,Strata,89,"23,933",Office,Freehold,09,23,238875,Central Region,Orchard
15 SCOTTS,"3,600,000",925.7,"3,889",08 Apr 2022,15 SCOTTS ROAD #08-04,Resale,Strata,86,"41,860",Office,Freehold,09,22,228218,Central Region,Orchard
SUNTEC CITY,"11,000,000","3,498.3","3,144",08 Apr 2022,8 TEMASEK BOULEVARD #24-03,Resale,Strata,325,"33,846",Office,99 yrs from 01/03/1989,01,03,038988,Central Region,Downtown Core
CENTROPOD @ CHANGI,"865,000",624.31,"1,386",11 Apr 2022,80 CHANGI ROAD #04-03,Resale,Strata,58,"14,914",Office,Freehold,14,41,419715,Central Region,Geylang
PENINSULA PLAZA,"1,160,800",495.14,"2,344",11 Apr 2022,111 NORTH BRIDGE ROAD #08-18,Resale,Strata,46,"25,235",Office,999 yrs from 29/10/1829,06,17,179098,Central Region,Downtown Core
ARC 380,"1,880,000",753.48,"2,495",11 Apr 2022,380 JALAN BESAR #07-10,Resale,Strata,70,"26,857",Office,Freehold,08,20,209000,Central Region,Kallang
VISION EXCHANGE,"2,038,000","1,033.34","1,972",12 Apr 2022,"2 VENTURE DRIVE #08-06,07",Resale,Strata,96,"21,229",Office,99 yrs from 10/06/2013,22,60,608526,West Region,Jurong East
ROCCA BALESTIER,"460,000",215.28,"2,137",13 Apr 2022,221 BALESTIER ROAD #03-02,Resale,Strata,20,"23,000",Office,Freehold,12,32,329928,Central Region,Novena
HIGH STREET CENTRE,"1,180,000",548.96,"2,150",13 Apr 2022,1 NORTH BRIDGE ROAD #22-09,Resale,Strata,51,"23,137",Office,99 yrs from 02/06/1969,06,17,179094,Central Region,Downtown Core
MERCHANTS BUILDING,"20,400,000","5,435.82","3,753",14 Apr 2022,76 ENBLOC SOUTH BRIDGE ROAD #07-00 ETC,Resale,Strata,505,"40,396",Office,Freehold,01,05,058706,Central Region,Singapore River
PLUS,"7,983,040","2,626.42","3,040",18 Apr 2022,"20 CECIL STREET #06-06,07",Resale,Strata,244,"32,717",Office,99 yrs from 07/12/1989,01,04,049705,Central Region,Downtown Core
KATONG SHOPPING CENTRE,"800,000",355.21,"2,252",18 Apr 2022,865 MOUNTBATTEN ROAD #02-78,Resale,Strata,33,"24,242",Office,Freehold,15,43,437844,Central Region,Marine Parade
HIGH STREET CENTRE,"1,650,000",785.77,"2,100",18 Apr 2022,1 NORTH BRIDGE ROAD #15-10,Resale,Strata,73,"22,603",Office,99 yrs from 02/06/1969,06,17,179094,Central Region,Downtown Core
HIGHLAND CENTRE,"840,000",656.6,"1,279",18 Apr 2022,22 YIO CHU KANG ROAD #02-02,Resale,Strata,61,"13,770",Office,Freehold,19,54,545535,North East Region,Hougang
SUNTEC CITY,"4,511,100","1,367.03","3,300",18 Apr 2022,7 TEMASEK BOULEVARD #19-02A,Resale,Strata,127,"35,520",Office,99 yrs from 01/03/1989,01,03,038987,Central Region,Downtown Core
THE CENTRAL,"2,750,000",882.65,"3,116",19 Apr 2022,8 EU TONG SEN STREET #19-95,Resale,Strata,82,"33,537",Office,99 yrs from 02/01/2001,01,05,059818,Central Region,Singapore River
HAVELOCK2,"1,040,000",635.08,"1,638",19 Apr 2022,2 HAVELOCK ROAD #05-14,Resale,Strata,59,"17,627",Office,99 yrs from 04/05/1983,01,05,059763,Central Region,Singapore River
CONCORDE SHOPPING CENTRE,"360,000",226.04,"1,593",20 Apr 2022,317 OUTRAM ROAD #B1-37,Resale,Strata,21,"17,143",Office,99 yrs from 16/06/1980,03,16,169075,Central Region,Bukit Merah
PAYA LEBAR SQUARE,"1,045,000",516.67,"2,023",20 Apr 2022,60 PAYA LEBAR ROAD #05-26,Resale,Strata,48,"21,771",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
SUNTEC CITY,"13,346,320","4,068.79","3,280",20 Apr 2022,7 TEMASEK BOULEVARD #28-01,Resale,Strata,378,"35,308",Office,99 yrs from 01/03/1989,01,03,038987,Central Region,Downtown Core
SUNTEC CITY,"9,176,310","3,336.84","2,750",21 Apr 2022,9 TEMASEK BOULEVARD #17-03,Resale,Strata,310,"29,601",Office,99 yrs from 01/03/1989,01,03,038989,Central Region,Downtown Core
VISION EXCHANGE,"1,200,000",764.24,"1,570",22 Apr 2022,2 VENTURE DRIVE #09-12,Resale,Strata,71,"16,901",Office,99 yrs from 10/06/2013,22,60,608526,West Region,Jurong East
TEXTILE CENTRE,"700,000",602.78,"1,161",22 Apr 2022,200 JALAN SULTAN #03-15,Resale,Strata,56,"12,500",Office,99 yrs from 02/06/1970,07,19,199018,Central Region,Kallang
HIGH STREET CENTRE,"628,888",376.74,"1,669",26 Apr 2022,1 NORTH BRIDGE ROAD #02-16,Resale,Strata,35,"17,968",Office,99 yrs from 02/06/1969,06,17,179094,Central Region,Downtown Core
WIS@CHANGI,"613,000",484.38,"1,266",27 Apr 2022,116 CHANGI ROAD #02-02,Resale,Strata,45,"13,622",Office,Freehold,14,41,419718,Central Region,Geylang
BEAUTY WORLD CENTRE,"890,000",376.74,"2,362",29 Apr 2022,144 UPPER BUKIT TIMAH ROAD #02-37,Resale,Strata,35,"25,429",Office,99 yrs from 18/09/1979,21,58,588177,Central Region,Bukit Timah
